Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.003252334,0.005704838,0.004849175,0.006052249,0.244312146,0.186770301,0.198123729,0.190049782,0.16972672,0.320747673,0.411717401,0.340508704,0.283820044,0.31138313,0.630883107,0.569008957,0.200870544,0.606052929,0.565642675,5.341546605,6.291597381,2.723164998,2.535220694,2.373051044,2.302358318,2.507805895,3.387854931,2.628426043,0.593774221,2.948040972,6.641096521,5.231663926,5.219221568,5.451863346,6.111644476,7.588388447,7.675800994,6.487581287,7.213368791,5.000448697,6.174115351,7.717700882,7.198835455,6.320101837,5.935547083,3.277675892,
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000434073,0.000544035,0.000519539,0.000626986,0.033172762,0.041034849,0.075395676,0.123045942,0.13420543,0.390436696,0.451357796,0.46324776,0.389682883,0.512468271,0.573688823,0.554122125,0.165609374,0.236199684,0.164392844,0.787728527,0.877913125,0.373708705,0.325934082,0.338584671,0.301419365,0.306953306,0.424237253,0.356940134,0.072906358,0.312405185,0.814514347,0.608831848,0.616648709,0.63197374,0.769572306,1.090663967,1.205251949,1.100168441,1.360361547,0.820528591,1.15492079,1.566925587,1.556183315,1.36070894,1.19019519,0.582894272,
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,1.55E-05,7.08E-05,0.001329316,0.027365008,5.009796042,3.807522055,4.376117056,3.099127453,3.127824919,9.466663013,9.416608407,6.490786044,4.072795749,7.367053281,7.697073588,8.06783056,3.187384237,3.987868205,5.107193511,7.604506088,10.49120764,4.9765244,5.606097644,5.476259969,4.670681847,5.120343268,6.571250415,5.01181178,2.065831199,6.232878195,14.20894721,7.703872224,6.911339822,7.866857878,11.87371861,16.27312599,17.06514864,15.20131231,17.10883678,7.666102703,10.2428419,14.84078519,12.9435592,11.68085012,10.17543589,3.283463903,
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.008803731,0.007620015,0.009856277,0.024702543,3.880723979,4.74294915,6.624112896,8.708292124,10.64488308,25.77579478,27.42276483,22.90811476,17.6022828,18.24796901,18.83458722,17.63812999,6.702740648,10.05241508,8.758803362,12.04721982,15.88145376,10.50410236,9.888609635,8.541633877,6.711632135,6.480269667,7.231347505,5.359222236,2.744657591,4.25776046,5.893510775,4.707799964,5.359234185,6.973701934,9.205268815,11.73217437,11.64084109,10.58011852,12.15141961,5.928486866,7.256613188,9.616891379,8.269836157,7.037670375,5.868583177,2.607877655,
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000444641,0.000580507,0.000503704,0.000589325,0.031319053,0.025995945,0.029367807,0.027435161,0.023449747,0.052908051,0.063293846,0.059413103,0.049859133,0.069817593,0.071305978,0.072046668,0.021692098,0.029433359,0.020818068,0.029744932,0.031526701,0.013812847,0.012449413,0.012599954,0.011537918,0.010708298,0.013874847,0.011706464,0.002317417,0.008680759,0.022328826,0.015965332,0.018816155,0.018458077,0.020833708,0.030047128,0.032094288,0.030984027,0.035123414,0.01773876,0.026333718,0.038498119,0.039766271,0.036527158,0.03263014,0.014924405,
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,6.30E-05,7.54E-05,7.46E-05,0.0004155,0.056503033,0.051393404,0.046617434,0.026794369,0.026580182,0.06272898,0.105220964,0.078929264,0.073449013,0.18340539,0.137285001,0.119037515,0.029189535,0.032874562,0.018864953,0.019118537,0.015577599,0.009088367,0.00868,0.008240387,0.006934006,0.005415703,0.005640141,0.003506191,0.001001888,0.002347558,0.004447542,0.004684306,0.004154603,0.003964244,0.003644068,0.0033429,0.003048156,0.002811887,0.003136626,0.001488619,0.002652592,0.003167847,0.004774305,0.01121071,0.008121294,0.002919758,
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049437562,0.071860221,0.059154356,0.011206969,0.046761199,0.128897087,0.0992384,0.101576261,0.101053891,0.113124668,0.167522504,0.183654872,0.159976304,0.233215267,0.158032625,0.242217918,0.331248586,0.318242903,0.269313306,0.227552238,0.10883726,
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000365432,0.000453371,0.000401883,0.000482341,0.025895793,0.023575268,0.047123847,0.096258618,0.107018484,0.328293812,0.373978652,0.396176588,0.340161897,0.440414404,0.481234643,0.460175883,0.134664897,0.184472004,0.117980201,0.154499873,0.167841293,0.075283765,0.073011361,0.08061014,0.084633227,0.083323489,0.112918118,0.093578123,0.019424904,0.085382549,0.20599255,0.141090076,0.140852359,0.130226041,0.143127682,0.189595162,0.192722465,0.174758767,0.208472876,0.115922227,0.158836732,0.197094231,0.179776742,0.149908775,0.125711922,0.062790924,
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,12.52166113,12.9335094,12.3393636,12.09990171,36.24186024,27.51653324,9.490457152,8.295836098,9.306655202,10.25304885,11.52932679,5.619270098,9.337902955,8.927599702,14.16958211,11.49964716,9.415554622,10.0465892,9.386518444,9.474143002,10.29676053,12.43118767,10.36038465,6.168982953,9.410977468,14.36004446,12.55268561,13.66660131,14.65498923,25.80450211,31.10595,32.33779328,28.89753217,33.10274322,19.69685631,23.46449143,25.69584525,20.78045958,19.11097979,17.18910312,9.742870346,
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000246497,0.000313316,0.000228189,0.000235439,0.010920083,0.008237501,0.010341855,0.010568612,0.009548323,0.023277988,0.030666011,0.035336612,0.026302068,0.03105076,0.039442945,0.046786048,0.014940014,0.021974418,0.015674399,0.023991831,0.024862144,0.01134637,0.010355274,0.010215128,0.008981585,0.007915709,0.009216593,0.006779626,0.00132198,0.005099743,0.012079509,0.008673954,0.008137999,0.007364021,0.008188734,0.011411077,0.012583054,0.010713895,0.013467286,0.007092601,0.010451149,0.014737413,0.013518258,0.011713575,0.009884132,0.005170121,
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,4.757451999,10.41860391,41.7835796,31.95376402,25.16445953,30.62930336,33.45130411,63.32448396,41.03754904,28.41583446,20.62116248,25.85847671,24.3325458,30.14760785,12.15814114,19.92898852,13.85810844,26.75889072,33.64870589,23.05602608,23.88856417,30.07152123,30.22788307,28.9836245,32.75447355,30.85562899,16.22712083,26.58295953,40.25096616,27.74228515,24.89293562,24.04831629,31.052483,38.27391262,37.78657017,35.80762183,39.33954769,23.05113058,31.41930268,39.1154396,41.02311299,33.20615034,26.33670994,9.85215471,
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,1.94E-05,1.80E-05,3.47E-05,5.98E-05,0.003359084,0.018813913,0.189448422,0.602620732,0.691602945,2.103782575,2.129817939,2.117667929,1.826322918,2.377714748,2.671541137,2.46136762,0.792863126,1.005740887,0.575071362,0.718440384,0.843946187,0.372516956,0.384782956,0.43701689,0.474502773,0.469668708,0.618076686,0.435503735,0.089414575,0.385944832,0.840849115,0.582936162,0.566675558,0.538471636,0.559915899,0.717146702,0.721301947,0.672878182,0.919788947,0.564016573,0.737655084,0.87749912,0.713853104,0.586631939,0.457802162,0.224718512,
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764558927,0.411695784,0.343298026,0.238586132,0.215997019,0.199519158,0.211571855,0.21279176,0.035707925,0.195496289,0.400508303,0.499177051,0.289995392,0.561255096,0.351467585,0.39209441,0.294585749,0.144697541,0.159044816,0.099314298,0.133338506,0.161136519,0.142991621,0.12514147,0.104691259,0.049202073,
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.160349791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015113504,0.014919476,0.045522994,0.029955399,0.035749328,0.039410886,0.055204007,0.022178156,0.219346834,4.879462619,5.471776763,5.52896918,5.675834523,1.74225467,
Gibraltar,GIB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.380354476,6.775101276,15.50592694,18.22550897,19.22653995,36.79158653,59.31394504,45.71632857,62.77447365,83.50863129,,,,,58.43530152,53.83948356,48.50284445,44.80126249,23.59907532,30.45941336,33.52304488,33.86681687,30.57202219,26.93221967,14.70854163,
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.048755039,0.169285105,0.249891305,0.265048481,0.25699423,0.087415869,0.111519075,0.065837214,0.081892577,0.082795259,0.036790705,0.028597213,0.024366093,0.019495326,0.016180085,0.023381999,0.016944182,0.002370797,0.000523159,0.022948504,0.01089266,0.009944011,0.006634906,0.007498605,0.008370901,0.00842109,0.006806166,0.006721368,0.005152193,0.011860004,0.016051262,0.017186443,0.012106785,0.009931627,0.004854011,
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,0.014619335,0.020503771,0.065463862,0.336107327,0.514237898,0.411583401,0.282638781,0.413723162,0.258320291,0.155792439,0.115990259,0.162950693,0.102670772,0.173966326,0.288734434,0.128518308,0.173529248,0.186994729,0.178831801,0.202381169,0.35570117,0.31802794,0.188107519,0.372874805,0.713001462,0.520885746,0.595951058,0.685127605,0.697665947,0.858941657,0.795069494,0.679423659,0.757103958,0.352125638,0.427580837,0.539838344,0.474243527,0.393128662,0.323564082,0.094425547,
Guam,GUM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.261845829,0.209406773,0.201153819,0.213284982,1.436033676,1.242003832,1.411157571,1.463665179,1.250299846,2.658139182,3.142620828,2.439749218,1.552254556,1.620398523,1.561923654,1.371981028,0.543827139,0.681276502,0.486447113,0.691258347,0.883649088,0.520516955,0.527212379,0.488083211,0.412872032,0.419710521,0.555234466,0.465587493,0.220346776,0.388886625,0.77401008,0.566297295,0.548459252,0.624710473,0.777504146,1.086594323,1.197425202,1.13426845,1.550847504,0.84111622,1.151369611,1.573145434,1.563861445,1.503406021,1.336589563,0.625378202,
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,0.512437837,0.652283998,0.582471465,0.660502919,1.872492485,2.338809027,1.965659911,1.501636153,2.062351487,2.583951302,2.977748626,1.082964827,1.678157034,1.355959161,2.340380567,3.108685874,1.628054668,1.905720893,1.729517593,1.609603616,1.527162814,2.153522294,1.944347039,0.91155451,1.952353131,4.11512787,3.064369027,2.887696952,2.896893703,5.024952267,6.911741228,7.362139461,7.302410173,8.326731162,3.90847571,5.579355015,7.881666108,4.992521431,4.065739043,3.337192764,0.994552555,
Croatia,HRV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344288898,0.4205691,0.318410811,0.055504324,0.239533358,0.482275072,0.311604619,0.339837775,0.245111168,0.269203706,0.341211669,0.305678324,0.225256408,0.234790463,0.178292627,0.252507488,0.315312008,0.347878932,0.307526546,0.25716767,0.115735791,
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260484699,0.233168684,0.204119343,0.166373749,0.18346337,0.224103102,0.160378781,0.030259497,0.125920142,0.280707736,0.172063207,0.144083063,0.148860253,0.158748407,0.196230306,0.214016123,0.17656577,0.208204969,0.129349905,0.173980267,0.221725582,0.228958458,0.184508326,0.153594956,0.074129868,
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.010677277,0.053093863,0.1078919,0.228114963,4.790761824,4.266404895,4.875590945,4.82349496,4.65878287,10.62470176,9.276865344,6.052726956,4.414596304,5.491963807,5.568242336,5.422086183,2.170437328,3.553554717,2.595399347,4.557777391,5.716835475,2.394445637,2.441883086,2.553225527,2.115938394,2.159319559,2.657912544,2.207185418,1.0342182,2.075014852,3.900690019,2.861080785,3.006242198,3.335077255,4.275211723,5.573707582,5.684361588,4.895847547,5.661639293,2.992245615,3.685757353,4.563703539,4.043345978,3.535971914,2.939428678,1.133638761,
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.010306712,0.047911801,0.151298403,0.356522332,5.202475866,4.396414902,5.058573017,5.033865577,4.762419492,11.01470904,9.541532136,6.051281886,4.37194266,5.457836005,5.589302363,5.472978366,2.189206713,3.541672222,2.64007037,4.673372483,5.90040486,2.573296533,2.662384549,2.742514808,2.28630413,2.315602374,2.84886604,2.382480822,1.124213183,2.231973865,4.169249205,3.074240972,3.183628249,3.502982459,4.500680676,5.863138034,5.94869057,5.148834122,5.915484299,3.104541575,3.844404038,4.781540403,4.17882419,3.639828667,3.013739912,1.141042781,
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.003753008,0.550188179,1.717820116,9.076443254,5.389901493,6.501826995,6.761473479,5.587977209,14.20209777,11.66321779,6.039598049,4.010910257,5.137969492,5.794559413,5.942974695,2.35730236,3.439267826,3.072016163,6.224485492,8.401512687,4.837788116,5.503716962,5.459933846,5.017631831,4.732581384,5.756148888,5.100259685,2.48213728,4.466415717,7.782527677,6.050094126,5.535842835,5.717692321,7.552341327,9.904411059,9.56314132,8.843033163,9.704437185,4.754449777,6.038753669,7.894296732,6.066968714,5.046371889,3.96347607,1.230351294,
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.006520367,1.007446337,3.363084283,16.49664219,10.92661725,11.5956308,12.59203429,10.84589397,26.4596502,20.12627579,10.18202787,6.558584269,9.035510352,10.57291728,10.52078245,4.174626342,5.642180065,5.135669674,11.2196662,13.52886951,7.424649762,8.295147184,8.308162938,6.836969311,6.277723724,7.776409342,7.094956541,3.349864076,5.939740578,10.57254027,7.903102038,6.73519144,6.929987705,9.61977795,12.54214606,11.85007864,11.00914857,11.94306242,6.000838963,7.256907115,9.569934832,8.437346681,6.706913022,5.272360623,1.728253245,
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,1.021159769,2.202780677,4.094205382,15.05268524,12.26387091,12.61093126,12.94439591,11.47569406,28.42352425,22.71074035,14.95287049,6.766803166,9.831769449,11.11550823,10.05058886,5.423737498,8.363660819,5.396147237,7.336066067,9.450967898,5.208324999,4.968708151,3.914349185,3.308012721,3.15631393,3.451008915,3.16807769,3.579796042,4.001951733,6.38615067,4.427451692,3.498832765,3.12726843,3.695201099,5.056146077,4.414224112,3.591021079,4.41034562,1.915899876,2.22292196,2.723634412,2.363422809,2.033745433,1.748162758,0.585732814,
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,0.677472214,0.948640327,0.924938797,0.873283502,1.946042203,2.094401182,1.589124258,1.30451339,1.525418589,1.542031759,1.461517408,0.588469705,1.073273989,0.931737622,1.733764439,3.575490624,2.278286284,2.513615966,2.522119042,2.949154803,2.941312787,3.403568729,2.858656355,1.565121382,2.842890464,4.854673032,4.117544881,4.249365837,4.42528093,5.230758952,6.845540444,6.828299983,6.362171267,6.951873017,3.318028184,4.295689779,5.443228792,2.46076368,2.519392364,1.984153875,0.514527703,
Isle of Man,IMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.037456021,0.046177093,0.027766479,0.001913207,0.020546358,0.017097642,0.2504714,0.701405306,0.664149342,1.476705867,1.201243419,1.59590223,1.480288168,1.799011521,1.984654428,2.026552814,0.90795071,1.108995618,0.808148081,1.415720729,1.741584739,1.105081935,0.895177165,0.855060011,0.827165357,0.942446454,1.000968316,0.895090267,0.5121067,0.728961372,1.248137952,0.9508506,0.955880919,0.930208323,1.071044335,1.255174279,1.422905267,1.228418032,1.610168255,0.754488464,0.913376339,1.282236147,1.290053581,1.132677417,0.893210277,0.372947314,
Not classified,INX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.073308148,0.070013389,0.119003876,0.304138771,30.66555169,23.96968798,23.26047669,21.53183424,21.28832247,31.85760484,16.71978251,12.12035209,13.05400204,11.25595716,9.400049407,8.497475135,2.588543054,7.744672411,7.369422366,13.35691696,20.05676801,,,26.23043124,20.63519055,17.4541877,17.97663223,16.67079516,9.773573238,15.53657709,30.24053835,20.05004464,19.97170392,21.86734262,24.72682761,31.13930356,32.02425381,26.71051547,30.1711863,16.96292056,20.20604307,23.00897829,16.93666983,18.43194057,19.95962276,,
Iraq,IRQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.100047066,0.092310026,0.143638571,0.551280749,39.99798105,38.72391361,36.31996579,36.03326977,34.00894362,82.52409216,52.7829085,19.62519324,16.09164106,17.55005186,17.71721292,20.20339822,10.62963449,16.54743019,15.39511589,23.18941087,9.000974757,,,,,,,,,,,,,,63.25058433,64.30705025,61.50578947,50.48279325,51.3292247,36.25566162,40.82653159,49.93586875,47.20177409,42.44638104,41.22452086,28.60536465,
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Israel,ISR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,5.14E-05,4.36E-05,5.06E-05,0.00010951,0.013312373,0.012199221,0.015825985,0.012451943,0.010678629,0.019986857,0.016647786,0.01151558,0.010197394,0.007376198,0.005242596,0.005717022,0.002290811,0.003472231,0.00287007,0.003476962,0.003258687,0.00148376,0.001517256,0.002230299,0.00131015,0.000814631,0.000714348,0.000566595,0.000346879,0.000412494,0.000536588,0.000377028,0.000510052,0.00047645,0.000507922,0.000692243,0.000640494,0.000156119,0.000344665,0.000201585,0.00024265,0.008700211,0.027820442,0.03928547,0.033759255,0.020696195,
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000215727,0.000297731,0.000249939,0.000298533,0.015701354,0.013689292,0.017975852,0.017688627,0.019671512,0.049964077,0.057694613,0.043557496,0.038027694,0.052518609,0.052216875,0.051304489,0.015584857,0.031009255,0.025887019,0.037681116,0.041331627,0.017000288,0.017325986,0.021489131,0.020238168,0.022647338,0.029292745,0.026608633,0.005168043,0.01990072,0.046539182,0.030347849,0.040516371,0.039618116,0.04627909,0.076872369,0.082351002,0.077920335,0.088168628,0.044262877,0.073803394,0.109422253,0.11695071,0.107135485,0.098242378,0.04475417,
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan,JOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013853412,0.027860445,0.018079969,0,0,0,0.005197902,0.00152609,0.001229169,0.001274039,0.00321851,0.002725768,0.001410425,0.002324397,0.004028515,0.003059943,0.001474516,0.001654007,0.001987394,0.002704651,0.002711978,0.002567555,0.00541664,0.001446986,0.001814564,0.002420005,0.002255248,0.00199053,0.001691144,0.000774834,
Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.000686879,0.001027605,0.001653532,0.008115063,0.006789091,0.006289905,0.005898743,0.003943953,0.008582685,0.00831736,0.005217383,0.001715314,0.002034803,0.002038685,0.003185922,0.001346416,0.001599109,0.000934058,0.001195518,0.001602404,0.001240545,0.001355032,0.001040481,0.000797042,0.000784062,0.001056148,0.000970961,0.000467397,0.000603787,0.001012914,0.000711297,0.000678354,0.000854805,0.001080169,0.001832855,0.002003518,0.002080106,0.002680787,0.001114107,0.001572246,0.002149568,0.001966433,0.001993338,0.001840608,0.000619977,
Kazakhstan,KAZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.958129953,3.196518144,3.44476562,3.59463125,3.77456272,4.23564753,6.890535056,5.740357205,1.276563938,8.394112056,20.71835866,14.3797405,15.67472795,16.37171876,18.10792762,20.96254256,18.46510202,15.34099858,16.83900116,11.37336393,13.81345263,16.12301483,14.24187075,12.11742955,11.3182474,5.632174817,
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyrgyz Republic,KGZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.072467781,0.501960707,0.235211041,0.227510357,0.205073732,0.2891623,0.363577036,0.39418974,0.056303212,0.301589077,0.860403083,0.563430643,0.434652469,0.397619843,0.480506475,0.93827509,0.966932883,0.381527761,0.401790438,0.224420648,0.347081568,0.423749892,0.362589175,0.287129541,0.226597545,0.100594536,
Cambodia,KHM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kiribati,KIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001653134,0.001436612,0.000906792,0.000972469,0.001024169,0.001735894,0.001766609,0.001496332,0.001358364,0.000762213,0.000161967,
